Normalized,Occurrences,Lemma,POS,NormalizedID,MorphoNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
באתרא,"mger0147-14, mger0152-7, mger0153-9, mger0154-7, mger0155-5, mger0160-7, mger0162-6, mger0167-7, mger0169-6, mger0173-3, mger0176-4, mger0193-1, mger0194-3, mger0196-1, mger0197-1, mger0198-3",אַתְרָא,Noun,w-באתרא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבנה,mger0148-7,בָּן,Noun,w-אבנה,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובאתרא,mger0148-10,אַתְרָא,Noun,w-ובאתרא,PreLets-2 Pre_Conj Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמרמ,mger0149-3,?,Noun,w-עמרמ,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבוהי,mger0149-8,אַב,Noun,w-אבוהי,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לדכרנ,"mger0149-10, mger0187-1, mger0194-1",?,ToInf,w-לדכרנ,ToInf Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אדני,mger0151-2,אֲדֹנָי,Noun,w-אדני,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתרקה,mger0156-3,?,Verb,w-מתרקה,Verb Masc Sing PAny Present Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לקיס,mger0156-4,קִיס,Noun,w-לקיס,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכרן,"mger0156-6, mger0179-1, mger0184-1, mger0185-1, yavn0002-1",דֻּכְרָן,Noun,w-דכרן,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לדרכרן,mger0163-4,?,Noun,w-לדרכרן,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והי,mger0167-2,הֵי,Conj,w-והי,Aramaic PreLets-1 Pre_Conj Interrogative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הי,"mger0167-4, yavn0002-69",הֵי,Interrogative,w-הי,Aramaic Interrogative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אישנת,mger0169-1,יָשֵׁן,Prep,w-אישנת,PreLets-1 Pre_Prep Pre_NotDef Ptcp Fem Sing PAny Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
באתרה,mger0170-4,אתר_פיעל,Prep,w-באתרה,PreLets-1 Pre_Prep Pre_NotDef BareInf Suf_Proniminal SufType_Nominative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טוב,mger0184-2,טוֹב,Modal,w-טוב,Modal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ט,mger0187-2,ט,Num,w-ט,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאתרא,mger0201-4,אַתְרָא,Noun,w-לאתרא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יתביאה,mger0201-7,?,Propername,w-יתביאה,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דנא,mger0201-12,זֶה,Pronoun,w-דנא,Pronoun MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחוה,mger0206-1,אַחֲוָה,Noun,w-אחוה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לוהי,mger0207-2,לֹהַּ,Noun,w-לוהי,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאלהא,mger0213-2,אֱלָהּ,Noun,w-דאלהא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברתהבריה,mger0347-1,?,Noun,w-ברתהבריה,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כהנ,mger0382-2,?,Propername,w-כהנ,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כהנים,mger0382-3,כֹּהֵן,Noun,w-כהנים,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקריב,mger0388-2,קרב_הפעיל,Verb,w-הקריב,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנ,mger0388-4,?,Propername,w-בנ,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עליו,mger0388-5,עַל,Prep,w-עליו,Prep Suf_Proniminal SufType_Nominative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשתו,mger0388-7,אִשָּׁה,Noun,w-אשתו,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בניו,mger0388-10,בָּן,Noun,w-בניו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כהן,mger0389-3,כֹּהֵן,Noun,w-כהן,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחיהנ,mger0389-4,?,Noun,w-אחיהנ,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ישתבח,mger0393-7,שׁבח_התפעל,Verb,w-ישתבח,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלהינו,"mger0394-2, mger0395-31",אֱלֹהִים,Noun,w-אלהינו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחד,"mger0394-4, mger0395-33",אֶחָד,Num,w-אחד,Num Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלהיך:,mger0395-3,אֱלֹהִים,Noun,w-אלהיך:,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהיה,mger0395-5,היי,Existential,w-יהיה,Existential Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פני:,mger0395-10,פָּן,Noun,w-פני:,Noun Masc Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כי,"mger0395-11, mger0395-18, mger0395-34, yavn0002-32",כִּי,Conj,w-כי,Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הוא,"mger0395-13, mger0395-20, mger0395-37",הוּא,Copula,w-הוא,Copula Masc Sing P3 Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
האלהים,"mger0395-14, mger0395-21, mger0395-39",אֱלֹהִים,Noun,w-האלהים,PreLets-1 Pre_DefArt Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אין,"mger0395-15, mger0395-28",אִין,Conj,w-אין,Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עוד,"mger0395-16, mger0395-29",עוֹד,DetQuant,w-עוד,DetQuant AbsConstruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מלבדו:,mger0395-17,לְבַד,Prep,w-מלבדו:,PreLets-1 Pre_Prep Pre_NotDef Adv Suf_Proniminal SufType_Nominative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשמים,mger0395-22,בֶּשֶׂם,Noun,w-בשמים,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ממעל,mger0395-23,עלל_אפעל,Verb,w-ממעל,Aramaic PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הערץ,mger0395-25,ערץ_הופעל,Verb,w-הערץ,Verb Masc Sing P3 Past Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מת,mger0395-26,מֵת,Adj,w-מת,Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חת,mger0395-27,חֵת,Noun,w-חת,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלהיכם,mger0395-36,אֱלֹהִים,Noun,w-אלהיכם,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלהי,mger0395-38,אֱלֹהִים,Noun,w-אלהי,Noun Masc Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואדון,mger0395-40,דון_פעל,Verb,w-ואדון,PreLets-1 Pre_Conj Verb MascFem Sing P1 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
האדונים:,mger0395-41,אָדוֹן,Noun,w-האדונים:,PreLets-1 Pre_DefArt Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואין,mger0395-42,אֵין,Conj,w-ואין,PreLets-1 Pre_Conj Existential Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נכר:,mger0395-45,נֵכָר,Noun,w-נכר:,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינימין,narr0007-3,בִּנְיָמִין,Propername,w-בינימין,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פרנסה,narr0007-4,פַּרְנָסָה,Noun,w-פרנסה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכירין,"narr0008-1, sina0105-1",כְּרִי,Noun,w-דכירין,PreLets-1 Pre_RelSub Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דמתחזק,narr0008-5,מִתְחַזֵּק,Ptcp,w-דמתחזק,PreLets-1 Pre_RelSub Ptcp Masc Sing PAny Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
או,narr0008-7,אוֹ,Conj,w-או,Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דיהב,narr0008-8,יהב_פעל,Verb,w-דיהב,PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בהדן,"narr0008-9, narr0008-22, narr0010-7, tibe0003-8",בַּהֲדֵי,Prep,w-בהדן,Aramaic Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אתרה,"narr0008-10, narr0008-23, narr0009-11, narr0009-13, narr0010-8, tibe0003-9",תרי_הפעיל,Verb,w-אתרה,Verb MascFem Sing P1 Future Suf_Proniminal SufType_Accusative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קדישה,"narr0008-11, narr0008-24, narr0009-14, narr0010-9, tibe0003-10",קדשׁ_פעֵל,Verb,w-קדישה,Aramaic Verb Fem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דהב,narr0008-13,דְּהַב,Noun,w-דהב,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מקמה,narr0008-18,מקם_פיעל,Verb,w-מקמה,Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דהיא,"narr0008-19, zoor0428-17, zoor0434-14, zoor0435-12, zoor0438-14, zoor0439-14, zoor0440-19",הוּא,Copula,w-דהיא,PreLets-1 Pre_RelSub Copula Fem Sing P3 Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חולקהון,"narr0008-21, narr0009-12, narr0010-6",חוּלָקָא,Noun,w-חולקהון,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכי,narr0009-1,כִּי,Noun,w-דכי,PreLets-1 Pre_RelSub Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דיר,narr0009-2,דִּיר,Noun,w-דיר,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרות,narr0009-4,מָרוּת,Noun,w-מרות,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ויעקב,narr0009-6,עקב_פעל,Verb,w-ויעקב,PreLets-1 Pre_Conj Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דהנון,narr0009-8,נוּן,Noun,w-דהנון,PreLets-2 Pre_DefArt Pre_RelSub Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתחזקין,narr0009-9,מִתְחַזֵּק,Ptcp,w-מתחזקין,Ptcp Masc Pl PAny Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בתקון,narr0009-10,תִּקּוּן,Noun,w-בתקון,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרו,narr0010-3,מרי_פעל,Verb,w-מרו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כריס,narr0010-5,רִיס,Noun,w-כריס,PreLets-1 Pre_Prep Pre_Def Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובני,"sepp0001-1, sepp0006-5",בני_פעל,Verb,w-ובני,Aramaic PreLets-1 Pre_Conj Verb Masc Sing P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובנוי,"sepp0002-5, sepp0004-7, sepp0008-4, sepp0010-7",בני_פעל,Verb,w-ובנוי,PreLets-1 Pre_Conj Verb Masc Sing PAny Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יודן,"sepp0003-3, sepp0005-5, sepp0007-5, zoor0437-5",יוּדָן,Propername,w-יודן,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הכוהן,sepp0003-6,כֹּהֵן,Noun,w-הכוהן,PreLets-1 Pre_DefArt Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ופריגרי,sepp0003-7,?,Noun,w-ופריגרי,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תדי,sepp0004-4,נדי_אפעל,Verb,w-תדי,Aramaic Verb Masc Sing P2 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאביה,sepp0004-6,אָב,Noun,w-שאביה,PreLets-1 Pre_RelSub Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכירן,sepp0005-1,עָרָא,Noun,w-דכירן,Aramaic PreLets-2 Pre_Prep Pre_RelSub Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וסמקה,sepp0005-6,סֹמֶק,Noun,w-וסמקה,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ונהרי,sepp0005-7,נָהָר,Noun,w-ונהרי,PreLets-1 Pre_Conj Noun Masc Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנוי,sepp0005-8,בני_פעל,Verb,w-בנוי,Verb Masc Sing PAny Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דתנחום,sepp0005-9,תַּנְחוּמִים,Noun,w-דתנחום,PreLets-1 Pre_RelSub Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ראובן,sepp0006-3,רְאוּבֵן,Propername,w-ראובן,Propername Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הליוי,sepp0006-4,לֵוִי,Noun,w-הליוי,PreLets-1 Pre_DefArt Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביתה,sepp0006-6,בַּיִת,Noun,w-ביתה,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זקה,sepp0007-7,זִקָּה,Noun,w-זקה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחלפיא,sepp0007-8,?,Noun,w-וחלפיא,PreLets-1 Pre_Conj Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אגירה,sepp0008-3,אֲגִירָה,Noun,w-אגירה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנינה,sepp0010-4,אֲנִינָה,Noun,w-אנינה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דעבר,sepp0010-8,עבר_פעל,Verb,w-דעבר,Aramaic PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הדן,sepp0010-9,דין_פעל,Verb,w-הדן,PreLets-1 Pre_RelSub Verb Masc Sing PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טבלה,"sepp0010-10, wham0001-5",טבל_פעל,Verb,w-טבלה,Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גדימו,sina0101-4,?,Propername,w-גדימו,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ישלם,sina0104-1,שׁלם_פיעל,Verb,w-ישלם,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אושאלבעל,sina0104-4,?,Verb,w-אושאלבעל,Verb Fem Sing P1 Future Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פתית,sina0106-2,פָּתִית,Noun,w-פתית,Noun Masc Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פציו,sina0108-4,פָּץ,Ptcp,w-פציו,Ptcp Masc Pl PAny Abs Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחשו,sina0109-2,חשׁשׁ_פעל,Verb,w-וחשו,Aramaic PreLets-1 Pre_Conj Verb Masc Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלהמשו,sina0113-2,?,Interrogative,w-אלהמשו,Interrogative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלמה,tibe0003-2,שְׁלֹמֹה,Propername,w-שלמה,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דעבד,"tibe0003-6, tibe0011-2",עבד_פעל,Verb,w-דעבד,PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מצותה,"tibe0003-7, tibe0003-13",מִצְוָה,Noun,w-מצותה,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ודעתיד,tibe0003-11,עֲתִיד,Adj,w-ודעתיד,Aramaic PreLets-2 Pre_Conj Pre_Prep Pre_NotDef Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעבד,tibe0003-12,מְעַבֵּד,Noun,w-מעבד,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולי,tibe0003-20,לְ,Prep,w-ולי,Aramaic PreLets-1 Pre_Conj Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צפוריה,tibe0010-1,צִפְּרָא,Noun,w-צפוריה,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פוגל,tibe0010-5,פגל_פועל,Verb,w-פוגל,Verb Masc Sing P3 Past Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דרהמין,tibe0010-7,?,Noun,w-דרהמין,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאיק,tibe0010-8,דוק_פעל,Verb,w-דאיק,Aramaic Verb Masc Sing P3 Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מכסימונה,tqas0003-1,סִימוֹנָא,Noun,w-מכסימונה,Aramaic PreLets-2 Pre_Prep Pre_NotDef Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יתדכיר,"tqas0003-2, tqas0003-5",?,Noun,w-יתדכיר,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דקרב,"tqas0003-3, tqas0003-6",קרב_פעל,Verb,w-דקרב,PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פרוקסנה,tqas0003-4,?,Noun,w-פרוקסנה,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תליתא,unkn0104-1,תלי_פעל,Verb,w-תליתא,Aramaic Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהבת,"unkn0104-4, unkn0104-13, unkn0104-22, unkn0104-33",יהב_פעל,Verb,w-יהבת,Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנים,"unkn0104-6, unkn0104-41, unkn0105-45",קֶרֶן,Noun,w-קרנים,Noun Fem Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבתא,"unkn0104-10, unkn0104-19, unkn0105-2, unkn0105-12, unkn0105-29, unkn0105-37, unkn0106-2, unkn0106-6",שַׁבְּתָא,Noun,w-שבתא,Aramaic Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להן,"unkn0104-14, unkn0104-23, unkn0104-34",לָהֵן,Conj,w-להן,Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דבלא,"unkn0104-15, unkn0104-24, unkn0104-35",בלי_פעל,Verb,w-דבלא,Aramaic PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשבה,"unkn0104-29, unkn0106-11, unkn0107-57, unkn0107-63, zoor0400-8",שָׁב,Noun,w-בשבה,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למרשא,unkn0104-32,מֻרְשָׁא,Noun,w-למרשא,Aramaic PreLets-1 Pre_Prep Pre_Def Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ליתמה,unkn0104-37,תמה_פעל,ToInf,w-ליתמה,ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בקפה,unkn0104-38,קֻפָּה,Noun,w-בקפה,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ליתתמה,unkn0104-43,?,ToInf,w-ליתתמה,ToInf Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בקפא,unkn0104-44,קפא_פעל,Verb,w-בקפא,PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כלא,"unkn0104-46, unkn0107-46",לֹא,Prep,w-כלא,PreLets-1 Pre_Prep Pre_NotDef Interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דבלין,unkn0104-47,דַבְּלִין,Propername,w-דבלין,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ערובת,"unkn0105-1, unkn0105-28, unkn0106-1",עֲרֻבָּה,Noun,w-ערובת,Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שתה,"unkn0105-3, zoor0417-3, zoor0420-18, zoor0426-11, zoor0435-9",שׁתי_פעל,Verb,w-שתה,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חמישיתא,unkn0105-8,חַמְשָׁא,Num,w-חמישיתא,Aramaic Num Fem Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבלת,"unkn0105-9, unkn0105-32, unkn0105-42, unkn0107-6, unkn0107-21",אבל_פעל,Verb,w-אבלת,Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בצפרא,"unkn0105-10, unkn0105-15, unkn0106-7",צַפְרָא,Noun,w-בצפרא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חדר,unkn0105-18,חֶדֶר,Noun,w-חדר,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולרמשא,"unkn0105-19, unkn0106-8",רַמְשָׁא,Noun,w-ולרמשא,Aramaic PreLets-2 Pre_Conj Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אליה,unkn0105-21,אֵל,Noun,w-אליה,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
