Normalized,Occurrences,Lemma,POS,NormalizedID,MorphoNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
לעדיד/רו,idum0510-2,עֹדֵד,Propername,w-לעדיד/רו,PreLets-1 Pre_Prep Pre_NotDef Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בש,"idum0511-7, unkn0107-34",בישׁ_פעל,Verb,w-בש,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ענוי,"idum0515-3, mare0043-3",עִנּוּי,Noun,w-ענוי,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למלכו,"idum0516-2, idum0550-3",מלך_פעל,ToInf,w-למלכו,ToInf Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לס,idum0517-3,לֵס,Noun,w-לס,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זבנתא,idum0518-8,זבן_פעל,Verb,w-זבנתא,Aramaic Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יחלף,idum0520-7,חלף_פעל,Verb,w-יחלף,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למריא,idum0520-8,מְרִיא,Noun,w-למריא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסנטר,idum0520-10,?,Ptcp,w-קוסנטר,Ptcp Masc Sing P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זוזן,idum0520-11,זוּז,Noun,w-זוזן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מ,"idum0520-13, idum0520-15, idum0673-12, idum0673-16",מ,Num,w-מ,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לכניה,idum0520-14,כֵּן,Noun,w-לכניה,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פלפלס,idum0521-4,?,Noun,w-פלפלס,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נקדר,idum0524-5,קדר_נפעל,Verb,w-נקדר,Verb Masc Sing P3 Past Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בע,idum0528-2,נבע_פעל,Verb,w-בע,Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וקוס,idum0530-2,קְוָס,Noun,w-וקוס,PreLets-1 Pre_Conj Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לקוסמלך,idum0530-3,?,Noun,w-לקוסמלך,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ל,idum0531b-2,ל,Num,w-ל,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לקודינקם,idum0532-2,?,Prep,w-לקודינקם,PreLets-1 Pre_Prep Pre_NotDef Ptcp Masc Pl P1 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארבע,"idum0533-5, idum0682-9, zoor0430-12, zoor0433-20, zoor0434-16, zoor0435-15, zoor0436-14, zoor0437-17, zoor0438-16, zoor0439-16, zoor0440-21",רבע_אפעל,Verb,w-ארבע,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חסכ,idum0534-9,?,Noun,w-חסכ,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קנ,idum0537b-9,קנ,Num,w-קנ,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תה,"idum0537b-11, zoor0412-5",תה,Num,w-תה,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נבוא,idum0537b-12,בוא_פעל,Verb,w-נבוא,Verb MascFem Pl P1 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מושך,idum0540-5,מוֹשֵׁךְ,Noun,w-מושך,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אביתי,idum0549-7,בֵּיעֲתָא,Noun,w-אביתי,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומטרן,idum0550-2,מִטְרָא,Noun,w-ומטרן,Aramaic PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחברך,idum0551-4,חַבְרָא,Noun,w-אחברך,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לעדידרו,idum0555-2,?,Noun,w-לעדידרו,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וקוסיהב,idum0560-2,?,Propername,w-וקוסיהב,PreLets-1 Pre_Conj Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לע,idum0560-3,לעע_פעל,Verb,w-לע,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסנקם,"idum0562-1, idum0563-5, idum0564-6, idum0565-4, idum0566-1, idum0567-4",?,Adj,w-קוסנקם,Adj Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שחרו,idum0567-6,שׁחר_פיעל,Verb,w-שחרו,Verb Fem Pl P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לנתנאל,idum0568-6,נְתַנְאֵל,Propername,w-לנתנאל,PreLets-1 Pre_Prep Pre_NotDef Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עדאל,idum0570-8,?,Propername,w-עדאל,Propername Fem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לכספא,"idum0570-9, masa0554-9",כְּסַף,Noun,w-לכספא,PreLets-1 Pre_Prep Pre_Def Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבנן,idum0570-10,בֵּן,Noun,w-אבנן,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבורא,"idum0572-8, idum0645-9",עֲבוּרָא,Noun,w-עבורא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מני,idum0572-10,מָן,Noun,w-מני,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארתחשסש,idum0573-6,?,Propername,w-ארתחשסש,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסקם,idum0573-11,?,Ptcp,w-קוסקם,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרצעת,"idum0573-14, idum0649-7, idum0650-7, idum0652-4, idum0653-5, idum0654-1, idum0655-1, mare0022-4",מַרְצִיעַ,Ptcp,w-מרצעת,Ptcp Fem Sing PAny Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חשס,idum0574-7,?,Propername,w-חשס,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צביחו,"idum0574-10, idum0677-10",?,Propername,w-צביחו,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ויתיעו,"idum0574-11, idum0677-11",?,Conj,w-ויתיעו,PreLets-1 Pre_Conj Existential Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חינזרו,idum0575-16,?,Noun,w-חינזרו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דבר,"idum0577-4, jeru0537-1",דָּבָר,Noun,w-דבר,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולעדאל,idum0577-9,?,Noun,w-ולעדאל,PreLets-2 Pre_Conj Pre_Prep Pre_NotDef Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חיון,idum0577-10,חיי_פיעל,Verb,w-חיון,Verb Masc Pl P2 Imperative Suf_Proniminal SufType_Accusative Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכר,idum0577-11,דכר_פעל,Verb,w-דכר,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמרן,idum0577-12,אמר_פעל,Verb,w-אמרן,Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רחל,idum0577-13,רָחֵל,Noun,w-רחל,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טאן,idum0579-7,?,Propername,w-טאן,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קסעני,idum0580-3,?,Verb,w-קסעני,Verb Masc Sing P3 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבקוס,idum0581-6,?,Num,w-עבקוס,Num Masc Pl Abs Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חודרן,idum0583-2,חוֹדְרָן,Noun,w-חודרן,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קחס,idum0586-7,חַס,Prep,w-קחס,Aramaic PreLets-1 Pre_Prep Pre_NotDef Interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסרים,idum0587-4,?,Ptcp,w-קוסרים,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לעדרקוס,idum0587-5,?,Noun,w-לעדרקוס,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ועבידו,"idum0587-6, jmon0007-7",עבד_פעֵל,Verb,w-ועבידו,Aramaic PreLets-1 Pre_Conj Verb Masc Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ופלגו,idum0588-3,פַּלְגוּ,Noun,w-ופלגו,Aramaic PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנתגנס,idum0589-4,?,Noun,w-אנתגנס,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחמו,idum0589-8,לֶחֶם,Noun,w-לחמו,Noun MascFem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרש,idum0591-2,מַרְשׁ,Noun,w-מרש,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תרנגל,"idum0592-10, idum0640-6",?,Noun,w-תרנגל,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צחרא,idum0593-3,?,Adj,w-צחרא,Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לב,idum0594-2,לב,Num,w-לב,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חגגו,"idum0595-1, idum0596-4, idum0597-1, idum0598-4, idum0599-1, idum0601-6, idum0602-6",חגג_פעל,Verb,w-חגגו,Verb Masc Pl P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעלסמך,"idum0597-3, idum0600-6, idum0601-8, idum0622-3",?,Noun,w-בעלסמך,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למ,idum0598-9,?,Conj,w-למ,Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חגו,idum0600-4,חַג,Noun,w-חגו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עכבור,idum0601-16,עַכְבּוֹר,Propername,w-עכבור,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארתגנס,idum0602-4,?,Noun,w-ארתגנס,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ינקם,idum0604-5,נקם_נפעל,Verb,w-ינקם,Verb Masc Sing P3 Future Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תא,idum0604-6,אתי_פעל,Verb,w-תא,Aramaic Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
איתי,"idum0606-2, mare0136-17, masa0554-15, masa0554-24",אֵת,Noun,w-איתי,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תוזי,idum0612-5,נזי_הופעל,Verb,w-תוזי,Verb Fem Sing P2 Future Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעום,idum0617-1,מַעֲוֶה,Noun,w-מעום,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחזאל,"idum0617-2, idum0632-2",חֲזָאֵל,Propername,w-לחזאל,PreLets-1 Pre_Prep Pre_NotDef Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסעז,idum0621-1,?,Adj,w-קוסעז,Adj Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנזירו,idum0621-5,?,Noun,w-חנזירו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חגיו,idum0622-9,חַג,Noun,w-חגיו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חזהאל,idum0623-8,חֲזָאֵל,Propername,w-חזהאל,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עדידועדירו,idum0629-3,?,Ptcp,w-עדידועדירו,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסלעת,idum0630-2,?,Propername,w-קוסלעת,Propername Fem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסלכן,"idum0632-1, idum0633-1, idum0634-1, idum0635-1, idum0636-1, idum0637-4, idum0638-6, idum0639-1",?,Propername,w-קוסלכן,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לבפדראל,idum0633-2,?,Verb,w-לבפדראל,Verb Masc Sing P3 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דקר,idum0635-2,דֶּקֶר,Noun,w-דקר,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ימלך,idum0645-7,מלך_נפעל,Verb,w-ימלך,Verb Masc Sing P3 Past Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאביתע,idum0646-2,?,Noun,w-לאביתע,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמתי,idum0646-8,אֱמֶת,Noun,w-אמתי,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וקוסדכר,idum0649-12,?,Noun,w-וקוסדכר,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יתיעו,idum0650-11,?,Noun,w-יתיעו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וצביחו,idum0650-12,?,Noun,w-וצביחו,PreLets-1 Pre_Conj Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קצצה,idum0651-2,קצץ_פעל,Verb,w-קצצה,Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חבי,"idum0655-2, idum0665-2",חבי_פעל,Verb,w-חבי,Verb Fem Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסיד,"idum0656-1, idum0657-1, idum0658-1, idum0659-1, mare0080-5, mare0097-1, mare0126-1, mare0136-9, mare0136-45, mare0136-61",?,Ptcp,w-קוסיד,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחמיו,idum0658-2,חָם,Noun,w-לחמיו,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גדרי,idum0658-3,גָּדֵר,Noun,w-גדרי,Noun Fem Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסליתע,"idum0660-7, idum0661-5, idum0662-1",?,Noun,w-קוסליתע,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לעבדאלהי,idum0660-8,?,Prep,w-לעבדאלהי,PreLets-1 Pre_Prep Pre_NotDef Adv Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותלת,"idum0661-8, zoor0401-19, zoor0402-11, zoor0405-23, zoor0426-17, zoor0437-20, zoor0458-16",תלי_פעל,Verb,w-ותלת,Aramaic PreLets-1 Pre_Conj Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עפי,idum0662-6,עֹפִי,Noun,w-עפי,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יבנאל,"idum0666-4, mare0080-4",יַבְנְאֵל,Propername,w-יבנאל,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושברו,idum0666-5,שׁבר_פעל,Verb,w-ושברו,PreLets-1 Pre_Conj Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חטירא,idum0666-8,חטר_פעל,Verb,w-חטירא,Aramaic Verb Fem Pl P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פלפס,idum0668-5,?,Propername,w-פלפס,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רכשת,idum0668-11,רכשׁ_פעל,Verb,w-רכשת,Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרפא,idum0668-12,גרף_פעל,Verb,w-גרפא,Aramaic Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכרן,idum0668-13,שָׂכָר,Noun,w-שכרן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לזבדי,"idum0669-3, idum0676-6",זַבְדִּי,Propername,w-לזבדי,PreLets-1 Pre_Prep Pre_NotDef Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ף,idum0671-6,ף,Propername,w-ף,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבען,idum0671-7,רֶבַע,Noun,w-רבען,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורן,"idum0673-5, mare0109-2",חור_פעל,Verb,w-חורן,Aramaic Verb Masc Pl P1 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יון,idum0673-11,יוֹן,Noun,w-יון,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמרי,idum0674-5,שֶׁמֶר,Noun,w-שמרי,Noun Masc Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחלפן,idum0674-7,חַלְפָן,Noun,w-וחלפן,PreLets-1 Pre_Conj Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקן,idum0674-8,קֵן,Noun,w-אקן,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וקוסשמע,idum0674-11,?,Noun,w-וקוסשמע,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נתינו,"idum0676-5, idum0677-5, idum0678-5, idum0679-4, idum0680-1, idum0681-2",נָתִין,Noun,w-נתינו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משיזבא,idum0676-8,?,Noun,w-משיזבא,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מקבל,idum0681-1,קבל_פיעל,Verb,w-מקבל,Verb Masc Sing PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהיחנן,isaw0002-3,?,Suf_Proniminal,w-יהיחנן,Copula Masc Sing P3 Future Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הדא,jaff0051-1,הֲדָא,Pronoun,w-הדא,Pronoun MascFem Sing P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קבורתא,jaff0051-2,,Noun,w-קבורתא,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דיודן,"jaff0051-3, zoor0457-7",יוּדָן,Propername,w-דיודן,PreLets-1 Pre_RelSub Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דרבי,"jaff0051-5, zoor0422-3",רַבִּי,Noun,w-דרבי,Aramaic PreLets-1 Pre_RelSub Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טרפון,jaff0051-6,טֵרָפוֹן,Noun,w-טרפון,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בירבי,"jaff0051-7, laha0003-2, zoor0422-5",בֵּירַבִּי,Propername,w-בירבי,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נוח,jaff0051-8,נוח_פעל,Verb,w-נוח,Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכרונו,jaff0051-10,זִכָּרוֹן,Noun,w-זכרונו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לברכה,jaff0051-11,בְּרָכָה,Noun,w-לברכה,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תנחום,"jaff0053-1, mare0014-3, mare0015-5, mare0132-1, sepp0002-3, sepp0005-3",תַּנְחוּמִים,Noun,w-תנחום,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביריבי,jaff0053-2,יָרִיב,Noun,w-ביריבי,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ריאן,jaff0055-1,רָיֵאן,Propername,w-ריאן,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קירא,jaff0055-2,קִירָא,Noun,w-קירא,Aramaic Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברתה,"jaff0055-3, jmon0012-9, mare0136-55, mare0136-63, sepp0003-8, zoor0395-4, zoor0400-4, zoor0408-4, zoor0416-4, zoor0436-4, zoor0438-4, zoor0448-3, zoor0449-4, zoor0457-4, zoor0458-4",בְּרַתָּא,Noun,w-ברתה,Aramaic Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דבי,jaff0055-4,בֵּי,Prep,w-דבי,Aramaic PreLets-1 Pre_RelSub Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סנא,jaff0055-5,סני_פעל,Verb,w-סנא,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לות,"jaff0055-6, unkn0105-16, unkn0105-20, unkn0105-34",לתת_פעל,Verb,w-לות,Aramaic Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דקבורתה,jaff0056-7,קְבוּרָה,Noun,w-דקבורתה,PreLets-1 Pre_RelSub Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
